,rule_id,rule,len_l,len_r,count_lhs,count_rhs,support,confidence,lift,rpf,conviction,lhs,rhs,itemset
98,103,"{('liveness', 'liveness_0'), ('mode', 1), ((('mode', 1),)",1,1,20028,70774,0.14148,0.7064110245656081,0.9981222264752708,0.09994303175554223,0.995473343548071,"(('liveness', 'liveness_0'),)","(('mode', 1),)","['mode,1', 'liveness,liveness_0']"
99,104,"{('liveness', 'liveness_1'), ('mode', 1), ((('mode', 1),)",1,1,20066,70774,0.14138,0.7045749028206917,0.9955278814546186,0.09961279976078939,0.989286292197871,"(('liveness', 'liveness_1'),)","(('mode', 1),)","['mode,1', 'liveness,liveness_1']"
100,105,"{('liveness', 'liveness_2'), ('mode', 1), ((('mode', 1),)",1,1,19993,70774,0.14133,0.7068974140949332,0.9988094697133597,0.09990581153403692,0.9971252832874528,"(('liveness', 'liveness_2'),)","(('mode', 1),)","['mode,1', 'liveness,liveness_2']"
101,106,"{('liveness', 'liveness_3'), ('mode', 1), ((('mode', 1),)",1,1,19970,70774,0.14309,0.7165247871807712,1.01241244974252,0.10252753179769654,1.0309896095055886,"(('liveness', 'liveness_3'),)","(('mode', 1),)","['mode,1', 'liveness,liveness_3']"
102,107,"{('liveness', 'liveness_4'), ('mode', 1), ((('mode', 1),)",1,1,19943,70774,0.14046,0.7043072757358472,0.995149738231338,0.0989269999498571,0.9883909038983414,"(('liveness', 'liveness_4'),)","(('mode', 1),)","['mode,1', 'liveness,liveness_4']"
103,108,"{('loudness', 'loudness_0'), ('mode', 1), ((('mode', 1),)",1,1,19969,70774,0.14073,0.7047423506434974,0.9957644765641301,0.0991783910060594,0.9898473406095213,"(('loudness', 'loudness_0'),)","(('mode', 1),)","['mode,1', 'loudness,loudness_0']"
104,109,"{('loudness', 'loudness_1'), ('mode', 1), ((('mode', 1),)",1,1,20100,70774,0.14661,0.7294029850746269,1.0306086770206953,0.10693777164179104,1.0800562563505915,"(('loudness', 'loudness_1'),)","(('mode', 1),)","['mode,1', 'loudness,loudness_1']"
105,110,"{('loudness', 'loudness_2'), ('mode', 1), ((('mode', 1),)",1,1,20030,70774,0.14531,0.7254618072890664,1.0250399967347703,0.10541685521717424,1.0645513327290481,"(('loudness', 'loudness_2'),)","(('mode', 1),)","['mode,1', 'loudness,loudness_2']"
106,111,"{('loudness', 'loudness_3'), ('mode', 1), ((('mode', 1),)",1,1,19988,70774,0.14138,0.7073243946367821,0.9994127711260944,0.10000152291374825,0.998579976075279,"(('loudness', 'loudness_3'),)","(('mode', 1),)","['loudness,loudness_3', 'mode,1']"
107,112,"{('loudness', 'loudness_4'), ('mode', 1), ((('mode', 1),)",1,1,19913,70774,0.13371,0.6714708984080752,0.9487536360924564,0.08978237382614372,0.8896015533912204,"(('loudness', 'loudness_4'),)","(('mode', 1),)","['mode,1', 'loudness,loudness_4']"
108,113,"{('popularity', 'popularity_0'), ('mode', 1), ((('mode', 1),)",1,1,20093,70774,0.1416,0.7047230378738865,0.9957371886199543,0.09978878216294232,0.9897825990413446,"(('popularity', 'popularity_0'),)","(('mode', 1),)","['mode,1', 'popularity,popularity_0']"
109,114,"{('popularity', 'popularity_1'), ('mode', 1), ((('mode', 1),)",1,1,20332,70774,0.15028,0.7391304347826086,1.0443530601387638,0.11107652173913042,1.1203299957054011,"(('popularity', 'popularity_1'),)","(('mode', 1),)","['popularity,popularity_1', 'mode,1']"
110,115,"{('popularity', 'popularity_2'), ('mode', 1), ((('mode', 1),)",1,1,19481,70774,0.14136,0.7256301011241723,1.0252777872158876,0.102575071094913,1.0652043104300755,"(('popularity', 'popularity_2'),)","(('mode', 1),)","['mode,1', 'popularity,popularity_2']"
111,116,"{('popularity', 'popularity_3'), ('mode', 1), ((('mode', 1),)",1,1,20524,70774,0.14432,0.7031767686610797,0.9935523902295754,0.10148247125316702,0.9846264313512025,"(('popularity', 'popularity_3'),)","(('mode', 1),)","['mode,1', 'popularity,popularity_3']"
112,117,"{('popularity', 'popularity_4'), ('mode', 1), ((('mode', 1),)",1,1,19570,70774,0.13018,0.6652018395503322,0.9398957803011446,0.08659597547266223,0.8729438618614909,"(('popularity', 'popularity_4'),)","(('mode', 1),)","['mode,1', 'popularity,popularity_4']"
113,118,"{('speechiness', 'speechiness_0'), ('mode', 1), ((('mode', 1),)",1,1,20232,70774,0.15898,0.7857848952155002,1.1102733987276405,0.12492408264136023,1.3643295552369368,"(('speechiness', 'speechiness_0'),)","(('mode', 1),)","['mode,1', 'speechiness,speechiness_0']"
114,119,"{('speechiness', 'speechiness_1'), ('mode', 1), ((('mode', 1),)",1,1,19706,70774,0.14251,0.7231807571298082,1.0218169908862127,0.10306048969856897,1.0557792005856672,"(('speechiness', 'speechiness_1'),)","(('mode', 1),)","['mode,1', 'speechiness,speechiness_1']"
115,120,"{('speechiness', 'speechiness_2'), ('mode', 1), ((('mode', 1),)",1,1,20084,70774,0.14081,0.7011053574985062,0.9906255934361576,0.09872264538936465,0.9778027353592883,"(('speechiness', 'speechiness_2'),)","(('mode', 1),)","['mode,1', 'speechiness,speechiness_2']"
116,121,"{('speechiness', 'speechiness_3'), ('mode', 1), ((('mode', 1),)",1,1,19956,70774,0.13712,0.6871116456203648,0.9708532026172956,0.09421674884746441,0.9340711949647138,"(('speechiness', 'speechiness_3'),)","(('mode', 1),)","['mode,1', 'speechiness,speechiness_3']"
117,122,"{('speechiness', 'speechiness_4'), ('mode', 1), ((('mode', 1),)",1,1,20022,70774,0.12832,0.6408950154829688,0.9055514955816666,0.08223964838677454,0.8138567042705092,"(('speechiness', 'speechiness_4'),)","(('mode', 1),)","['mode,1', 'speechiness,speechiness_4']"
118,123,"{('tempo', 'tempo_0'), ('mode', 1), ((('mode', 1),)",1,1,19959,70774,0.14128,0.7078510947442257,1.0001569711253082,0.1000052026654642,1.000380264111372,"(('tempo', 'tempo_0'),)","(('mode', 1),)","['mode,1', 'tempo,tempo_0']"
119,124,"{('tempo', 'tempo_1'), ('mode', 1), ((('mode', 1),)",1,1,20117,70774,0.13951,0.6934930655664363,0.9798698188126095,0.09674921757717353,0.9535183913100986,"(('tempo', 'tempo_1'),)","(('mode', 1),)","['mode,1', 'tempo,tempo_1']"
120,125,"{('tempo', 'tempo_2'), ('mode', 1), ((('mode', 1),)",1,1,19962,70774,0.1419,0.7108506161707244,1.0043951396992177,0.1008697024346258,1.010757813552192,"(('tempo', 'tempo_2'),)","(('mode', 1),)","['mode,1', 'tempo,tempo_2']"
121,126,"{('tempo', 'tempo_3'), ('mode', 1), ((('mode', 1),)",1,1,19943,70774,0.14084,0.7062127062127063,0.9978420129040413,0.09946299754299755,0.9948013586210405,"(('tempo', 'tempo_3'),)","(('mode', 1),)","['mode,1', 'tempo,tempo_3']"
122,127,"{('tempo', 'tempo_4'), ('mode', 1), ((('mode', 1),)",1,1,20019,70774,0.14421,0.7203656526300015,1.017839393887588,0.10388393076577253,1.0451505750405734,"(('tempo', 'tempo_4'),)","(('mode', 1),)","['mode,1', 'tempo,tempo_4']"
123,128,"{('valence', 'valence_0'), ('mode', 1), ((('mode', 1),)",1,1,19997,70774,0.1408,0.7041056158423764,0.9948648032361833,0.09913807071060661,0.987717289208825,"(('valence', 'valence_0'),)","(('mode', 1),)","['mode,1', 'valence,valence_0']"
124,129,"{('valence', 'valence_1'), ('mode', 1), ((('mode', 1),)",1,1,20200,70774,0.14376,0.7116831683168316,1.0055714928036166,0.10231157227722772,1.0136765074731684,"(('valence', 'valence_1'),)","(('mode', 1),)","['mode,1', 'valence,valence_1']"
125,130,"{('valence', 'valence_2'), ('mode', 1), ((('mode', 1),)",1,1,20018,70774,0.13911,0.6949245678889,0.9818924575252213,0.09667095663902489,0.9579925758675133,"(('valence', 'valence_2'),)","(('mode', 1),)","['mode,1', 'valence,valence_2']"
126,131,"{('valence', 'valence_3'), ('mode', 1), ((('mode', 1),)",1,1,19855,70774,0.13857,0.6979098463863007,0.9861105015772752,0.09670936741374969,0.9674595333096183,"(('valence', 'valence_3'),)","(('mode', 1),)","['mode,1', 'valence,valence_3']"
127,132,"{('valence', 'valence_4'), ('mode', 1), ((('mode', 1),)",1,1,19930,70774,0.1455,0.7300551931761164,1.0315302133214406,0.10622303060712493,1.0826657580710912,"(('valence', 'valence_4'),)","(('mode', 1),)","['mode,1', 'valence,valence_4']"
128,133,"{('year', 'year_0'), ('mode', 1), ((('mode', 1),)",1,1,20101,70774,0.14135,0.7031988458285657,0.9935835841249129,0.09939715685786776,0.9846996715062941,"(('year', 'year_0'),)","(('mode', 1),)","['mode,1', 'year,year_0']"
129,134,"{('year', 'year_1'), ('mode', 1), ((('mode', 1),)",1,1,19914,70774,0.14694,0.7378728532690569,1.0425761625301055,0.10842303705935522,1.1149550991947859,"(('year', 'year_1'),)","(('mode', 1),)","['mode,1', 'year,year_1']"
130,135,"{('year', 'year_2'), ('mode', 1), ((('mode', 1),)",1,1,20021,70774,0.14581,0.7282853004345438,1.029029446455681,0.10619127965636083,1.0756134997178568,"(('year', 'year_2'),)","(('mode', 1),)","['mode,1', 'year,year_2']"
131,136,"{('year', 'year_3'), ('mode', 1), ((('mode', 1),)",1,1,20101,70774,0.14316,0.712203372966519,1.0063065150571102,0.10195903487388687,1.0155087708880304,"(('year', 'year_3'),)","(('mode', 1),)","['mode,1', 'year,year_3']"
132,137,"{('year', 'year_4'), ('mode', 1), ((('mode', 1),)",1,1,19863,70774,0.13048,0.6568997633791471,0.9281653762386571,0.08571228112571112,0.8518210364020949,"(('year', 'year_4'),)","(('mode', 1),)","['mode,1', 'year,year_4']"
133,138,"{('year', 'year_0'), ('popularity', 'popularity_0'), ((('popularity', 'popularity_0'),)",1,1,20101,20093,0.1763,0.8770707924978857,4.365056449996943,0.15462758071737726,6.5002452202908,"(('year', 'year_0'),)","(('popularity', 'popularity_0'),)","['popularity,popularity_0', 'year,year_0']"
134,139,"{('popularity', 'popularity_0'), ('year', 'year_0'), ((('year', 'year_0'),)",1,1,20093,20101,0.1763,0.8774199970138854,4.365056449996943,0.154689145473548,6.5181104096758435,"(('popularity', 'popularity_0'),)","(('year', 'year_0'),)","['year,year_0', 'popularity,popularity_0']"
135,140,"{('year', 'year_1'), ('popularity', 'popularity_1'), ((('popularity', 'popularity_1'),)",1,1,19914,20332,0.12448,0.6250878778748619,3.0744042783536387,0.0778109390378628,2.1249779637936226,"(('year', 'year_1'),)","(('popularity', 'popularity_1'),)","['popularity,popularity_1', 'year,year_1']"
136,142,"{('year', 'year_4'), ('popularity', 'popularity_4'), ((('popularity', 'popularity_4'),)",1,1,19863,19570,0.12892,0.6490459648592861,3.316535333976935,0.08367500578965917,2.291753099193646,"(('year', 'year_4'),)","(('popularity', 'popularity_4'),)","['year,year_4', 'popularity,popularity_4']"
137,144,"{('acousticness', 'acousticness_0'), ('energy', 'energy_4'), ('explicit', 0), ((('explicit', 0),)",2,1,11379,91483,0.09881,0.8683539854117234,0.9491971026439047,0.08580205729853238,0.6469622314006787,"(('acousticness', 'acousticness_0'), ('energy', 'energy_4'))","(('explicit', 0),)","['energy,energy_4', 'explicit,0', 'acousticness,acousticness_0']"
138,145,"{('acousticness', 'acousticness_0'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,13271,91483,0.11211,0.8447743199457464,0.923422187669563,0.09470764900911763,0.5486849819021365,"(('acousticness', 'acousticness_0'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'acousticness,acousticness_0']"
139,147,"{('acousticness', 'acousticness_1'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,13843,91483,0.12013,0.8678032218449758,0.9485950633942654,0.10424920104023695,0.6442668311920295,"(('acousticness', 'acousticness_1'), ('mode', 1))","(('explicit', 0),)","['acousticness,acousticness_1', 'explicit,0', 'mode,1']"
140,149,"{('acousticness', 'acousticness_2'), ('instrumentalness', 'instrumentalness_0'), ('explicit', 0), ((('explicit', 0),)",2,1,10603,91483,0.09433,0.8896538715457889,0.9724799925076668,0.08392104970291427,0.7718440186462712,"(('acousticness', 'acousticness_2'), ('instrumentalness', 'instrumentalness_0'))","(('explicit', 0),)","['explicit,0', 'acousticness,acousticness_2', 'instrumentalness,instrumentalness_0']"
141,150,"{('acousticness', 'acousticness_2'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14667,91483,0.13895,0.9473648326174405,1.0355638015996858,0.13163634349219336,1.618119645423626,"(('acousticness', 'acousticness_2'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'acousticness,acousticness_2']"
142,153,"{('acousticness', 'acousticness_3'), ('instrumentalness', 'instrumentalness_0'), ('explicit', 0), ((('explicit', 0),)",2,1,8303,91483,0.08031,0.9672407563531253,1.0572901592133244,0.0776791051427195,2.5998767956368454,"(('acousticness', 'acousticness_3'), ('instrumentalness', 'instrumentalness_0'))","(('explicit', 0),)","['acousticness,acousticness_3', 'explicit,0', 'instrumentalness,instrumentalness_0']"
143,154,"{('acousticness', 'acousticness_3'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14940,91483,0.14697,0.9837349397590361,1.0753199389602834,0.14457952409638553,5.236377455837531,"(('acousticness', 'acousticness_3'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'acousticness,acousticness_3', 'explicit,0']"
144,157,"{('acousticness', 'acousticness_3'), ('year', 'year_1'), ('explicit', 0), ((('explicit', 0),)",2,1,8372,91483,0.0837,0.9997611084567606,1.092838132174022,0.08368000477783086,356.520127606675,"(('acousticness', 'acousticness_3'), ('year', 'year_1'))","(('explicit', 0),)","['acousticness,acousticness_3', 'explicit,0', 'year,year_1']"
145,158,"{('energy', 'energy_0'), ('explicit', 0), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",2,1,19107,19808,0.11819,0.6185691107970901,3.122824670825374,0.07310868320510808,2.10239920414784,"(('energy', 'energy_0'), ('explicit', 0))","(('acousticness', 'acousticness_4'),)","['explicit,0', 'acousticness,acousticness_4', 'energy,energy_0']"
146,159,"{('acousticness', 'acousticness_4'), ('energy', 'energy_0'), ('explicit', 0), ((('explicit', 0),)",2,1,11827,91483,0.11819,0.9993235816352414,1.0923598719272887,0.11811005411346918,125.91301260334605,"(('acousticness', 'acousticness_4'), ('energy', 'energy_0'))","(('explicit', 0),)","['acousticness,acousticness_4', 'explicit,0', 'energy,energy_0']"
147,160,"{('energy', 'energy_0'), ('loudness', 'loudness_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",2,1,14284,19808,0.08646,0.6052926351162139,3.0557988444881556,0.05233360123214785,2.0316823786767375,"(('energy', 'energy_0'), ('loudness', 'loudness_0'))","(('acousticness', 'acousticness_4'),)","['loudness,loudness_0', 'acousticness,acousticness_4', 'energy,energy_0']"
148,163,"{('acousticness', 'acousticness_4'), ('energy', 'energy_0'), ('mode', 1), ((('mode', 1),)",2,1,11827,70774,0.0843,0.7127758518643781,1.007115398118487,0.06008700431216707,1.0175328254240914,"(('acousticness', 'acousticness_4'), ('energy', 'energy_0'))","(('mode', 1),)","['mode,1', 'acousticness,acousticness_4', 'energy,energy_0']"
149,164,"{('acousticness', 'acousticness_4'), ('instrumentalness', 'instrumentalness_3'), ('explicit', 0), ((('explicit', 0),)",2,1,9954,91483,0.0995,0.9995981514968857,1.092660004041063,0.09946001607394013,211.94501757483184,"(('acousticness', 'acousticness_4'), ('instrumentalness', 'instrumentalness_3'))","(('explicit', 0),)","['instrumentalness,instrumentalness_3', 'acousticness,acousticness_4', 'explicit,0']"
150,165,"{('acousticness', 'acousticness_4'), ('loudness', 'loudness_0'), ('explicit', 0), ((('explicit', 0),)",2,1,10103,91483,0.10096,0.9993071364941106,1.0923418957556164,0.1008900485004454,122.92446687058121,"(('acousticness', 'acousticness_4'), ('loudness', 'loudness_0'))","(('explicit', 0),)","['loudness,loudness_0', 'acousticness,acousticness_4', 'explicit,0']"
151,166,"{('acousticness', 'acousticness_4'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14053,91483,0.14034,0.9986479755212411,1.0916213673810882,0.14015025688465096,62.994374986320885,"(('acousticness', 'acousticness_4'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'acousticness,acousticness_4', 'explicit,0']"
152,169,"{('explicit', 0), ('popularity', 'popularity_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",2,1,18842,19808,0.13143,0.6975374164101475,3.5214934188719083,0.09167734263878569,2.651303139154965,"(('explicit', 0), ('popularity', 'popularity_0'))","(('acousticness', 'acousticness_4'),)","['explicit,0', 'acousticness,acousticness_4', 'popularity,popularity_0']"
153,170,"{('acousticness', 'acousticness_4'), ('popularity', 'popularity_0'), ('explicit', 0), ((('explicit', 0),)",2,1,13144,91483,0.13143,0.99992391965916,1.0930161009795918,0.1314200007608034,1119.4597658205612,"(('acousticness', 'acousticness_4'), ('popularity', 'popularity_0'))","(('explicit', 0),)","['acousticness,acousticness_4', 'explicit,0', 'popularity,popularity_0']"
154,174,"{('explicit', 0), ('year', 'year_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",2,1,18855,19808,0.13116,0.6956245027844074,3.511836140874431,0.09123810978520287,2.634640451354566,"(('explicit', 0), ('year', 'year_0'))","(('acousticness', 'acousticness_4'),)","['explicit,0', 'acousticness,acousticness_4', 'year,year_0']"
155,175,"{('acousticness', 'acousticness_4'), ('year', 'year_0'), ('explicit', 0), ((('explicit', 0),)",2,1,13118,91483,0.13116,0.9998475377344107,1.092932607953839,0.1311400030492453,558.6263659695702,"(('acousticness', 'acousticness_4'), ('year', 'year_0'))","(('explicit', 0),)","['acousticness,acousticness_4', 'explicit,0', 'year,year_0']"
156,179,"{('mode', 1), ('popularity', 'popularity_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",2,1,14160,19808,0.09301,0.6568502824858757,3.3160858364593886,0.0610936447740113,2.3369391164661333,"(('mode', 1), ('popularity', 'popularity_0'))","(('acousticness', 'acousticness_4'),)","['mode,1', 'acousticness,acousticness_4', 'popularity,popularity_0']"
157,182,"{('mode', 1), ('year', 'year_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",2,1,14135,19808,0.09261,0.6551821719136894,3.307664438174926,0.060676420940926776,2.325633805319484,"(('mode', 1), ('year', 'year_0'))","(('acousticness', 'acousticness_4'),)","['mode,1', 'acousticness,acousticness_4', 'year,year_0']"
158,185,"{('popularity', 'popularity_0'), ('year', 'year_0'), ('acousticness', 'acousticness_4'), ((('acousticness', 'acousticness_4'),)",2,1,17630,19808,0.11893,0.6745887691435054,3.405637970231752,0.08022884231423709,2.464327968721265,"(('popularity', 'popularity_0'), ('year', 'year_0'))","(('acousticness', 'acousticness_4'),)","['acousticness,acousticness_4', 'year,year_0', 'popularity,popularity_0']"
159,189,"{('danceability', 'danceability_0'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14444,91483,0.14172,0.9811686513431183,1.0725147309807488,0.13905122126834674,4.522777259827226,"(('danceability', 'danceability_0'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'danceability,danceability_0', 'explicit,0']"
160,192,"{('danceability', 'danceability_0'), ('valence', 'valence_0'), ('explicit', 0), ((('explicit', 0),)",2,1,11198,91483,0.10992,0.9816038578317556,1.072990454873316,0.10789789605286658,4.6297747968727165,"(('danceability', 'danceability_0'), ('valence', 'valence_0'))","(('explicit', 0),)","['danceability,danceability_0', 'explicit,0', 'valence,valence_0']"
161,193,"{('danceability', 'danceability_1'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14605,91483,0.14177,0.9706949674768914,1.0610659548516024,0.1376154255391989,2.906326653161442,"(('danceability', 'danceability_1'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'danceability,danceability_1']"
162,196,"{('danceability', 'danceability_2'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14420,91483,0.13865,0.9615117891816921,1.0510278294127784,0.1333136095700416,2.2128853479102584,"(('danceability', 'danceability_2'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'danceability,danceability_2']"
163,199,"{('danceability', 'danceability_3'), ('instrumentalness', 'instrumentalness_0'), ('explicit', 0), ((('explicit', 0),)",2,1,9704,91483,0.08192,0.8441879637262985,0.922781242117441,0.06915587798845838,0.5466201552219562,"(('danceability', 'danceability_3'), ('instrumentalness', 'instrumentalness_0'))","(('explicit', 0),)","['danceability,danceability_3', 'explicit,0', 'instrumentalness,instrumentalness_0']"
164,200,"{('danceability', 'danceability_3'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14195,91483,0.13063,0.9202536104262065,1.0059285445669757,0.12021272912997534,1.0680107198229576,"(('danceability', 'danceability_3'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'danceability,danceability_3', 'explicit,0']"
165,203,"{('danceability', 'danceability_4'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,13110,91483,0.10573,0.8064836003051106,0.8815666301991744,0.08526951106025935,0.44011773521090103,"(('danceability', 'danceability_4'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'danceability,danceability_4']"
166,205,"{('duration_ms', 'duration_ms_0'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,15002,91483,0.13707,0.9136781762431676,0.9987409422987523,0.125237867617651,0.9866566217746543,"(('duration_ms', 'duration_ms_0'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'duration_ms,duration_ms_0']"
167,208,"{('duration_ms', 'duration_ms_1'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14696,91483,0.14039,0.9552939575394666,1.0442311222188456,0.13411371869896568,1.9051115555593319,"(('duration_ms', 'duration_ms_1'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'duration_ms,duration_ms_1']"
168,211,"{('duration_ms', 'duration_ms_2'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14127,91483,0.13108,0.9278686203723366,1.0142525063370644,0.1216250187584059,1.1807620935420737,"(('duration_ms', 'duration_ms_2'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'duration_ms,duration_ms_2']"
169,214,"{('duration_ms', 'duration_ms_3'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,13790,91483,0.12569,0.9114575779550399,0.996313607943596,0.11456110297316896,0.9619117827479413,"(('duration_ms', 'duration_ms_3'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'duration_ms,duration_ms_3', 'explicit,0']"
170,217,"{('duration_ms', 'duration_ms_4'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,13159,91483,0.12427,0.9443726726954936,1.0322930737902054,0.117357192035869,1.5310819806728044,"(('duration_ms', 'duration_ms_4'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'duration_ms,duration_ms_4']"
171,220,"{('energy', 'energy_0'), ('instrumentalness', 'instrumentalness_3'), ('explicit', 0), ((('explicit', 0),)",2,1,8151,91483,0.08142,0.9988958410011042,1.091892308954783,0.0813300993743099,77.13556014089573,"(('energy', 'energy_0'), ('instrumentalness', 'instrumentalness_3'))","(('explicit', 0),)","['instrumentalness,instrumentalness_3', 'explicit,0', 'energy,energy_0']"
172,221,"{('explicit', 0), ('loudness', 'loudness_0'), ('energy', 'energy_0'), ((('energy', 'energy_0'),)",2,1,18781,19940,0.13503,0.7189713007827059,3.605673524486991,0.09708269474468878,2.8488193532581128,"(('explicit', 0), ('loudness', 'loudness_0'))","(('energy', 'energy_0'),)","['loudness,loudness_0', 'explicit,0', 'energy,energy_0']"
173,226,"{('energy', 'energy_0'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14414,91483,0.13882,0.9630914388788677,1.0527545433346828,0.1336963535451644,2.3075946367261824,"(('energy', 'energy_0'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'energy,energy_0']"
174,229,"{('energy', 'energy_0'), ('popularity', 'popularity_0'), ('explicit', 0), ((('explicit', 0),)",2,1,9321,91483,0.08539,0.916103422379573,1.0013919770663107,0.07822607123699173,1.0151784661605128,"(('energy', 'energy_0'), ('popularity', 'popularity_0'))","(('explicit', 0),)","['explicit,0', 'energy,energy_0', 'popularity,popularity_0']"
175,230,"{('energy', 'energy_0'), ('valence', 'valence_0'), ('explicit', 0), ((('explicit', 0),)",2,1,9311,91483,0.09284,0.9971002040597143,1.0899294995351205,0.09257078294490388,29.371022093571035,"(('energy', 'energy_0'), ('valence', 'valence_0'))","(('explicit', 0),)","['explicit,0', 'energy,energy_0', 'valence,valence_0']"
176,231,"{('energy', 'energy_0'), ('year', 'year_0'), ('explicit', 0), ((('explicit', 0),)",2,1,9272,91483,0.0849,0.9156600517687662,1.0009073289778059,0.07773953839516826,1.009841727156966,"(('energy', 'energy_0'), ('year', 'year_0'))","(('explicit', 0),)","['explicit,0', 'energy,energy_0', 'year,year_0']"
177,232,"{('loudness', 'loudness_0'), ('mode', 1), ('energy', 'energy_0'), ((('energy', 'energy_0'),)",2,1,14073,19940,0.10171,0.7227314716123072,3.624530950914279,0.07350901797768776,2.8874535518618307,"(('loudness', 'loudness_0'), ('mode', 1))","(('energy', 'energy_0'),)","['mode,1', 'loudness,loudness_0', 'energy,energy_0']"
178,235,"{('energy', 'energy_0'), ('year', 'year_0'), ('popularity', 'popularity_0'), ((('popularity', 'popularity_0'),)",2,1,9272,20093,0.08185,0.8827653149266609,4.3933972772938885,0.0722543410267472,6.815986179210832,"(('energy', 'energy_0'), ('year', 'year_0'))","(('popularity', 'popularity_0'),)","['popularity,popularity_0', 'energy,energy_0', 'year,year_0']"
179,236,"{('energy', 'energy_0'), ('popularity', 'popularity_0'), ('year', 'year_0'), ((('year', 'year_0'),)",2,1,9321,20101,0.08185,0.8781246647355434,4.368562085147722,0.07187450380860423,6.555797296561104,"(('energy', 'energy_0'), ('popularity', 'popularity_0'))","(('year', 'year_0'),)","['year,year_0', 'energy,energy_0', 'popularity,popularity_0']"
180,237,"{('energy', 'energy_1'), ('loudness', 'loudness_1'), ('explicit', 0), ((('explicit', 0),)",2,1,8252,91483,0.08066,0.9774600096946194,1.0684608175230583,0.07884192438196799,3.77861725171424,"(('energy', 'energy_1'), ('loudness', 'loudness_1'))","(('explicit', 0),)","['explicit,0', 'energy,energy_1', 'loudness,loudness_1']"
181,238,"{('energy', 'energy_1'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14741,91483,0.14269,0.9679804626551795,1.0580987316279302,0.13812113221626757,2.6599384126903565,"(('energy', 'energy_1'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'energy,energy_1']"
182,241,"{('energy', 'energy_2'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,14523,91483,0.13599,0.9363767816566825,1.0235527711779044,0.12733787853749226,1.3386622192192723,"(('energy', 'energy_2'), ('mode', 1))","(('explicit', 0),)","['mode,1', 'explicit,0', 'energy,energy_2']"
183,244,"{('energy', 'energy_3'), ('mode', 1), ('explicit', 0), ((('explicit', 0),)",2,1,13518,91483,0.12021,0.8892587660896583,0.9720481030242321,0.10689779627163781,0.7690902134959507,"(('energy', 'energy_3'), ('mode', 1))","(('explicit', 0),)","['energy,energy_3', 'explicit,0', 'mode,1']"
184,247,"{('explicit', 0), ('loudness', 'loudness_4'), ('energy', 'energy_4'), ((('energy', 'energy_4'),)",2,1,16212,19988,0.10303,0.6355169010609425,3.1794922006250874,0.06547730631630891,2.1952183794907967,"(('explicit', 0), ('loudness', 'loudness_4'))","(('energy', 'energy_4'),)","['energy,energy_4', 'explicit,0', 'loudness,loudness_4']"
